title,text,subject,date
 Even Trump’s New Campaign Manager Demanded He Release His Taxes (VIDEO),"The problem with running for President in the 21st Century is that nearly everyone has a Google page or 1,000 about them, and often, video to back it up. That s the case with Kellyanne Conway, who was named Donald Trump s new campaign manager in his second attempt to shake things up.In April, Conway appeared on CNN, where host Don Lemon asked her about an  alliance  between John Kasich and Ted Cruz. Conway, who wasn t working for Trump, or apparently even supporting Trump, at the time, thought the alliance was fine, but Trump s refusal to release his taxes wasn t.Then head of a super-PAC supporting Trump rival Ted Cruz, Conway was asked in an April 25 CNN interview if the  alliance  between John Kasich and Ted Cruz was fair.  Of course it s fair game,  she said.  Oh absolutely. It s completely transparent. Donald Trump s tax returns aren t, and I would like to see those be transparent. Here s the video:And here s Donald Trump s new campaign manager in April call for Trump to release his tax returns pic.twitter.com/pIxCCm39xj  John Whitehouse (@existentialfish) August 19, 2016That wasn t the first time Conway was critical of Trump, nor was it the last. Here she is talking about Trump s damaging rhetoric: Here s Donald Trump s new campaign manager in February saying Trump s rhetoric was  unfortunate for children  pic.twitter.com/zb0LwwX5Mg  John Whitehouse (@existentialfish) August 19, 2016On Feb. 10, Conway blasted Trump s claim that he is  for the little guy,  questioning his business ethics.Trump  actually built a lot of his business on the backs of the little guy  she said on CNN, adding that Trump is known for  not paying contractors after [they have helped him] build something. She also sharply critiqued the businessman in the past over Trump University, his use of personal insults, and simply  saying things that aren t true,  the left-leaning group said.Source: The HillIn other words, it s becoming increasingly clear that Trump surrogates souls can be bought and sold, although it s not clear for how much. As for Trump, perhaps the appeal is that as a lawyer, Conway once helped Paula Jones in her sexual harassment case against Bill Clinton.Featured image via Gage Skidmore at Flickr",News,"August 19, 2016"
JUST IN: TRUMP Will Remove “Climate Change” From List Of National Security Threats,"Thank goodness we finally have a President who refuses to dump our taxpayer funds into climate scam that our former President actually identified as a national security threat According to The Federalist, The Trump administration will reverse course from previous Obama administration policy, eliminating climate change from a list of national security threats. The National Security Strategy to be released on Monday will emphasize the importance of balancing energy security with economic development and environmental protection, according to a source who has seen the document and shared excerpts of a late draft. Climate policies will continue to shape the global energy system,  a draft of the National Security Strategy slated to be released on Monday said.  U.S. leadership is indispensable to countering an anti-growth, energy agenda that is detrimental to U.S. economic and energy security interests. Given future global energy demand, much of the developing world will require fossil fuels, as well as other forms of energy, to power their economies and lift their people out of poverty. During his successful campaign, Trump mocked Obama s placement of climate change in the context of national security. Here s a sample of his approach from a campaign speech in Hilton Head, South Carolina, in late 2015:So Obama s always talking about the global warming, that global warming is our biggest and most dangerous problem, OK? No, no, think of it. I mean, even if you re a believer in global warming, ISIS is a big problem, Russia s a problem, China s a problem. We ve got a lot of problems. By the way, the maniac in North Korea is a problem. He actually has nuclear weapons, right? That s a problem.We ve got a lot of problems. We ve got a lot of problems. That s right, we don t win anymore. He said we want to win. We don t win anymore. We re going to win a lot   if I get elected, we re going to win a lot. (Applause)We re going to win so much   we re going to win a lot. We re going to win a lot. We re going to win so much you re all going to get sick and tired of winning. You re going to say oh no, not again. I m only kidding. You never get tired of winning, right? Never. (Applause)But think of it. So Obama s talking about all of this with the global warming and the   a lot of it s a hoax, it s a hoax. I mean, it s a money-making industry, OK? It s a hoax, a lot of it. And look, I want clean air and I want clean water. That s my global   I want clean, clean crystal water and I want clean air. And we can do that, but we don t have to destroy our businesses, we don t have to destroy our  And by the way, China isn t abiding by anything. They re buying all of our coal; we can t use coal anymore essentially. They re buying our coal and they re using it. Now when you talk about the planet, it s so big out there   we re here, they re there, it s like they re our next door neighbor, right, in terms of the universe.The draft of the National Security Strategy makes this approach policy, emphasizing national security and economic growth over climate change.President Obama made climate change, and the burdensome regulations that accompany its focus, a primary focus of his administration, including in his National Security Strategy released in 2015.  [W]e are working toward an ambitious new global climate change agreement to shape standards for prevention, preparedness, and response over the next decade,  that report said.Watch Barack Obama explain how  climate change  is national security threat: By contrast, President Trump s National Security Strategy will focus on conventional and immediate national security risks. The draft says, in part:North Korea seeks the capability to kill millions of Americans with nuclear weapons. Iran supports terrorist groups and openly calls for our destruction. Jihadist terrorist organizations such as ISIS and al Qaeda are determined to attack the United States and radicalize Americans with their hateful ideology. States and non-state actors undermine social order with drug and human trafficking networks, which drive violent crimes and cause thousands of American deaths each year . Strengthening control over our borders and immigration system is central to national security, economic prosperity, and the rule of law. Terrorists, drug traffickers, and criminal cartels exploit porous borders and threaten U.S. security and public safety. These actors adapt quickly to outpace our defenses.As for climate change, the draft report says  The United States will remain a global leader in reducing traditional pollution, as well as greenhouse gases, while growing its economy. This achievement, which can serve as model to other countries, flows from innovation, technology breakthroughs, and energy efficiency gains  not from onerous regulation. FOX News reported on the NOAA intentional manipulation of data that was given to President Obama and other world leaders prior to the 2015 Paris Climate summit where Western nations agreed to spend billions to combat phony climate change:  ",politics,"Dec 15, 2017"
" Trump Explodes In Rage At Debate Results, Indicates He WON’T Accept An Election Loss (DETAILS)","We all know that Donald Trump s skin is very thin. He is also a narcissist the likes of which the world has never seen on the word leadership stage. Therefore, the thought of losing the 2016 presidential election has likely not really occurred to him in any real sense. However, his disastrous debate performance, combined with a huge tilt away from his favor in the polls following a week of chaos that was completely his own doing means that a loss in November is looking more and more likely. The Donald just cannot take that, though, so he has a new solution in the event of his losing the electon: he just won t accept the result.At the debate, in which Trump seemed to run out of gas and eventually melt down completely, he still nonetheless said he would accept the results should he lose to Democratic nominee Hillary Clinton. However, now that it seems that a loss might be something that is looming, Trump is going back on his loss. According to the New York Times, Trump s assessment is thus:Mr. Trump, aiming to unnerve Mrs. Clinton, even indicated that he was rethinking his statement at their last debate that he would  absolutely  support her if she won in November, saying:  We re going to have to see. We re going to see what happens. We re going to have to see. So, in other words, Trump is sending a dog whistle fog horn to his most ardent, hateful, aggressive, and uneducated supporters that says just what they already believe: if he doesn t win, it was rigged. This is beyond dangerous, considering that we can never plant the seeds of doubt in the integrity of our electoral system and process. While we all know that things like Voter ID laws and false accusations of voter intimidation most definitely are aimed at disenfranchising minority voters because they largely tend to vote left, there is absolutely nothing to suggest that anything more nefarious is going on regarding election rigging.Trump s inability to accept that no one   not even him   wins all the time is downright dangerous. It cannot be stressed enough that we must trust the result of this election, and every election, no matter how unsatisfied we might be with the outcome. That means that if folks like me wake up on November 9th to headlines of President Trump, I must accept it, and if I cannot tolerate it, I must move to another country.Trump s supporters must do the same. They have shown themselves to be violent, paranoid, hateful, and ignorant, though, so it will be no surprise if they refuse to accept any outcome of the 2016 presidential election beyond the one they desire. This is simply further proof that Donald Trump s candidacy is dangerous. I shudder to think what will happen if he is actually elected president.Featured image via Mark Wilson/Getty Images",News,"October 1, 2016"
Congressman Jim Jordan stops CNN gatekeeper Chris Cuomo on Benghazi cover-up," 21st Century Wire says Once again, Operation Mockingbird has been deployed in order to bury another damaging White House scandal. It happened on Secretary of State Hillary Clinton s watch: the 2012 attacks on the covert US facility in Benghazi, Libya has been covered up from the beginning, and according to Ohio Republican Rep. Jim Jordan, that should  disqualify her from being commander in chief. I ve said all along I m for the nominee, for Mr. Trump, but we also have to remember when you compare Mr. Trump s positions with Secretary Clinton s, there s a big difference,  said Jordan, to Chris Cuomo on CNN s New Day  program.SEE ALSO: CIA GATEKEEPER? CNN s Chris Cuomo says Americans are  criminals  for reading WikiLeaks  Clinton email dumpIn order to cover-up 2011-2012 US gun-running through Libya and into Syria, and to help deflect another scandal away from Democratic Party candidate Hillary Clinton, the White House turned again to Obama appointee   Attorney General Loretta Lynch, who then ordered the DOJ to drop all charges against the State Department and CIA middleman and arms dealer, Marc Turi, who brokered many of Washington s illegal weapons deals in Benghazi,. Federal court records obtained by Politico confirm: The deal averts a trial that threatened to cast additional scrutiny on Hillary Clinton s private emails as Secretary of State, and to expose reported Central Intelligence Agency attempts to arm rebels fighting Libyan leader Moammar Qadhafi. The fact that CNN and its media operative Chris Cuomo did not pursue this clear scandal of a politicized DOJ working to whitewash illegal US government activities in Benghazi   proves that CNN is not interested in journalism and more interested in protecting those guilty parties within the establishment.Watch as Congressman Jordan knocks back media gatekeeper Cuomo when the CNN host tries desperately to deflect away from any accountability by Hillary Clinton and the White House https://www.youtube.com/watch?v=kWn23jxe630. Have CNN s production ranks been infiltrated and taken over by CIA operatives? One would think so, judging by how they covered this, and other important stories.How long can CNN and their media operatives like Chris Cuomo keep up this pseudo media facade?READ MORE LIBYA NEWS AT: 21st Century Wire Libya FilesSUPPORT OUR WORK  SUBSCRIBE & BECOME A MEMBER @21WIRE.TV",Middle-east,"October 21, 2016"
Disturbing Uncovered Emails From Huma Abedin Bring Hillary’s Mental Health Into Question: “Often confused”,"How quickly the Democrats have forgotten about that little  incident  that landed Hillary in the hospital, following the death of the 4 Americans that she likely caused in Benghazi After reviewing more than 35 pages of email from top Hillary Clinton aide Huma Abedin, Judicial Watch observes that Abedin advised a State Department staffer that it was  very important  to review phone calls with Clinton because she was  often confused. Judicial Watch notes that Abedin emailed State Department Clinton aide and companion Monica Hanley from her  Huma@clintonemail.com  to alert her about the need to go over phone calls with Clinton.Additionally, Abedin s emails reveal  repeated security breaches, with the Secretary s schedule and movements being sent and received through Abedin s non-governmental and unsecured Clinton server account,  states Judicial Watch.On January 26, 2013, Abedin had the following email exchange with Hanley:Abedin: Have you been going over her calls with her? So she knows singh is at 8? [India Prime Minister Manmohan Singh] Hanley: She was in bed for a nap by the time I heard that she had an 8am call. Will go over with her Abedin: Very imp to do that. She s often confused. The emails also provide specific details of Clinton s last day in office on January 31, 2013. Exact times and locations of all her appointments during the day are given. Huma Abedin s description of Hillary Clinton as  easily confused  tells you all you need to know why it took a federal lawsuit to get these government emails from Clinton s illegal email server,  said Judicial Watch President Tom Fitton.  These emails also show that Hillary Clinton s and Huma Abedin s decision to use the Clinton email server to conduct government business was dangerous and risky.  Via: Breitbart NewsHere is Bill Clinton attempting to convince the interviewer that  Hillary works out every week (not every day) and that she is the picture of health:From Edward Klein s book  Unlikeable :Ed Klein, whose book  Unlikeable  hits shelves on Sept. 28, told the National Enquirer that the former secretary of state is battling a host of  mounting health issues  including  blinding headaches  that have  frequently plagued her. Bachmann, a former Minnesota Republican congresswoman, bowed out of the 2012 GOP primary race after reports surfaced that she was wrestling with debilitating migraine headaches   including one that kept her offstage during part of a televised debate. A Clinton friend told Klein that the Democrats  current leading light might even be suffering from multiple sclerosis.Clinton herself released a letter on July 28 from a doctor who gave her a clean bill of health.Dr. Lisa Bardack of Mount Kisco, N.Y. wrote that Clinton, 67, has completely recovered from a December 2012 concussion that left her seeing double for two months.While treating that condition, doctors diagnosed a blood clot in her sinuses, requiring long-term daily doses of the blood-thinning medication Coumadin.Bardack added that Clinton had been diagnosed with blood clots previously, in both 1998 and 2009. But Klein s book goes far beyond talk of ordinary medical conditions. For the first time I ve known her, she s showing self-doubt about her strength and vitality,  a friend of Hillary told him, according to Radar Online.She also reportedly suffers from severe insomnia, which has  sapped her energy just when she needed it most for the campaign. She is exhausted and depressed a lot of the time,  the friend said, and has turned to sleeping pills in order to rest at night. ",left-news,"Nov 17, 2015"
 WAPO: Trump Planning To Go Around Senate To Replace Sessions With A Loyal Stooge,"Donald Trump is very busy right now trying to get rid of his Attorney General, one Jeff Sessions. This is pretty extraordinary, since Sessions endorsed Trump while the rest of the elected Republican establishment was still treating Trump s candidacy with a mix of comedy and horror. Now, however, times have changed. Trump wants Sessions gone, due his firm (and possibly true) belief that Sessions  decision to recuse himself from the Russia investigation led to the appointment of Special Counsel Robert Mueller.As Mueller digs further into Trump World   including into Trump s finances, which Trump himself has said is some kind of red line   Trump is looking for a way to rid himself of the threat of what Mueller might find. With Sessions recused, Deputy Attorney General Rod Rosenstein is the one who would have the authority to fire Robert Mueller. Rosenstein has gone on the record under oath as saying that he will do no such thing without just cause. The solution to all of this for Trump? Get rid of Sessions and Rosenstein, and appoint an Attorney General who will be a staunch and unwavering Trump loyalist.It has been speculated that Trump is considering that former New York Mayor and fervent Trump supporter Rudy Giuliani might be just the man to do this. However, there is just one problem with that: Giuliani likely wouldn t pass the Senate confirmation process in this climate. In order to appear non-partisan, even Senate Republicans would insist on a nominee who is not an obvious Trump stalwart. Plus, Rudy Giuliani already admitted on the air that he literally tried to help Trump find a way to ban Muslims from the nation without doing so explicitly so as to pass Constitutional muster. Then there was the time during the campaign when Giuliani seemed to know what would be in a batch of hacked anti-Hillary Clinton emails that were leaked shortly after his statements. So, yeah, big confirmation problems there.So, what s Trump to do? Well, that s easy. Go around the Senate completely and install any Attorney General he wants, by appointing someone during the recess that the Senate always takes in late summer. Problem solved. According to the Washington Post, Team Trump is considering doing just that, when it comes to weighing options to get a pro-Trump Attorney General. From WaPo:Another scenario is that Trump could make a recess appointment, said University of Texas School of Law professor Steve Vladeck. Under that plan, Trump could choose an attorney general during the August recess who would serve until the end of the next Senate session, which could be early January. That person would have the same authority as someone who is confirmed by the Senate, Vladeck said.Now obviously such a move would be nothing short of the height of corruption, and politically explosive for Congressional Republicans, especially if they don t warn him against doing this. We all know that Trump and the people in the White House don t care how something like that looks. They want Robert Mueller and his Russia investigation gone at all costs, and if it means looking guilty as hell to do it, so be it. Anyone who has paid attention knows that Rudy Giuliani would have absolutely no issue following a Trump order to fire Robert Mueller. He d relish the task, in fact, because that would put him in the highest regard in Trump World   perhaps permanently.Republicans, if this shit goes down like this, it s on your heads. It would literally spin us into a full-fledged Constitutional crisis. If Trump moves to fire Mueller, you need to impeach him. Period.Featured image via Chip Somodevilla/Getty Images",News,"July 24, 2017"
WATCH: JOEL OSTEEN FACES WRATH OF ANGRY CHRISTIANS After He Gives Reason For Locking Church Doors To Devastated Houston Flood Victims,"The popular evangelical preacher and inspirational speaker may have permanently damaged his brand with what many consider a very lame answer to the question about why his church locked out the neediest people in his community, who were devastated by the floods in Houston and surrounding areas, while he remained high and dry in his $10 million mansion Showing off a toothy grin and posing in front of stacks of donated food and diapers, televangelist Joel Osteen showed not a shred of remorse as he appeared on the Today show on Wednesday.Proudly, he declared that the doors of his 17,000 seat Texas megachurch had  always been open  to the people of Houston who have been rendered homeless by Hurricane Harvey and its devastating floods.It came after shocked Texans arrived at his Lakewood church on Sunday to find it free of flood water on the ground level despite a Facebook post issued at the height of the city s panic which claimed it was  inaccessible due to flooding .Osteen, still shirking responsibility for the decision, then said that the church chose not to open up to the needy because the city had not officially asked him to. This despite other locations in Houston inviting in refugees out of charity and not an official request.Did Osteen really say he didn t open the church to flood victims because the city didn t ask him to? Does a church need to be asked by the government to help people affected by a natural disaster in their community?Eventually, it opened up and it is now acting as a  distribution center , finally carrying out good and much needed work as the city reels in crisis.But Osteen now faces the wrath of an angry Christian community   and the disgust of those beyond it   for his treatment of the disaster.  Daily MailApparently, many folks on social media didn t feel as though the pastor, who also happens to be mega-rich, is doing enough to help the people who have supported his luxury lifestyle for years.Twitter user @CollinRugg reminded Olsteen that the church belongs to God and not to him. Collin Rugg tells Osteen to  Open up His doors & let the people of Houston in! Joel Osteen,""Your"" mega church doesn't belong to you, it belongs to GodOpen up His doors & let the people of Houston in!#HoustonStrong  Collin Rugg (@CollinRugg) August 29, 2017This Twitter user offered a similar sentiment:Joel Osteen has made millions in Jesus' name, but when it comes time to actually act like a Christian he fails spectacularly. #Houston  Lori O. (@lori_oh) August 28, 2017This Twiter user posted a picture of his Catholic priest actually working in the Houston floods to help victims.This is Father David Bergeron, the Father at my Catholic Church. He was out in a kayak yesterday blessing+helping ppl, Joel Osteen who???? pic.twitter.com/oVsNWniUsx  Triiodide Ion (@alfredomorenx) August 28, 2017Outspoken conservative Pastor Greg Locke reminded Osteen of his  obligation to show the love of Christ at this very moment , telling him to  OPEN THE DOORS. Joel Osteen, as a Pastor you have a huge obligation to show the love of Christ at this very moment. OPEN THE DOORS. #HoustonStrong  Pastor Greg Locke (@pastorlocke) August 28, 2017If the New Orleans Saints could open their stadium to the public during Katrina, Joel Osteen can open up his church for the Houston flooding  Collin Rugg (@CollinRugg) August 28, 2017Please understand that Joel Osteen does NOT represent Christianity. Never has, never will. @JoelOsteen #HoustonStrong #MAGA pic.twitter.com/5sSaUrzFvY  M A N them (@mikandynothem) August 28, 2017Joel Osteen's megachurch is designed for the rising tithe, not tide.  Eugene Gu, MD (@eugenegu) August 28, 2017They shamed Osteen on social media, sharing photographs of the very dry land outside and questioned the Christianity of a man who had seemingly turned his back on the very congregation which built his $40million empire with their donations and undying faith.The church then released questionable photographs which it said demonstrated how it had flooded over the weekend but said the waters had since receded.PHOTO OF FLOODING IN LAKEWOOD CHURCH:Lakewood Church also sent photos it says show flooding in and around the building:PHOTO OF THE OUTSIDE OF THE FLOODED CHURCH: Two Houston men shared this video of the Lakewood Church following the flood as evidence that the church was unaffected by the flooding: ",left-news,"Aug 31, 2017"
IT’S CHRISTMAS IN OCTOBER: American Debt Is $18 Trillion But Dems Want To Give Away Free Goodies For Votes,"This one sentence should scare every taxpaying American to death: I know we can afford it because we re gonna make the wealthy pay for it. - HRCLast night s debate for the candidates running for President on the Democrat side proved to be a fluff fest as if Santa himself was in the room. Free college, free this and free that Could someone please tell these people we re 18 TRILLION dollars in debt!Here s the transcript from Rush today that speaks to this Santa syndrome in the Democrat party:RUSH: First up is a montage here from the debate last night. Bernie Sanders, Hillary, Lincoln Chafee, and they re all talking about all the free stuff. College and health care and whatever you want. If you re an illegal immigrant, it s all yours. All you have to do is show up.SANDERS: Make every public college and university in this country tuition-free.HILLARY: Anyone to go to a public college or university tuition-free.SANDERS: We re all gonna have medical and family paid leave.HILLARY: Make sure every child gets health care, including undocumented children and others.CHAFEE: Funding education, funding infrastructure, funding health care.HILLARY: Enhance the benefits for the poorest recipients of Social Security.SANDERS: We should be putting money into education. I want Wall Street now to help kids in this country go to college, public colleges and universities.HILLARY: I know we can afford it because we re gonna make the wealthy pay for it.RUSH: (laughing) We can afford it  cause we re gonna make the wealthy pay. We are $18 trillion in debt. Now, you can afford anything if you ignore that, and if you don t think that s a problem and if that number is irrelevant, the money never has to even be serviced or paid back, then of course you can afford anything. But the truth is, we can t afford anything. We can afford maybe, what, what s the number that we drag in by tax revenue every year? The numbers are confusing, but $3 trillion whatever we can afford every year, but we so exceed that. We have exceeded it for so long. We re already paying for things we can t afford. And these people just want to lap more and more on top of it.Via: Rush Limbaugh",politics,"Oct 14, 2015"
 Scooby Doo’s ‘Mystery Machine’ Involved In Crazy 100 MPH Getaway,"File this one under: WTF?!A woman driving a van painted to match  The Mystery Machine  van from the Scooby Doo cartoon decided that solving crimes was for squares and led the police on a high-speed chase in California (NOT Florida as we would normally expect). I imagine bystanders saw the well-done replica (it even has funky hubcaps) flash by with cop cars in pursuit and wondered if someone was making a movie.Redding.com reports:Shasta County Probation Department officials contacted the Redding Police Department about a subject violating their probation sometime around 12:50 p.m. Sunday. The woman was identified as Sharon Kay Turman, 51, of Redding, Sgt. Ron Icely said in a news release.Officers spotted Turman in a 1994 Chrysler Town and Country minivan at California Shasta streets, but she fled south in the vehicle when officers tried to pull her over, said Icely.Amazingly, the 22-year-old minivan got up to speeds of 100 miles per hour during the pursuit. Even more amazingly, despite having zero concern for the safety of anyone else on the road, Turman managed not to kill anyone, although she did blow through an intersection and almost hit four cars in the process.The police called off their pursuit, presumably to allow Turman to stop fleeing in a blind panic and to avoid a fatal car accident. Instead, they followed her with a helicopter:The CHP helicopter kept surveillance of Turman s vehicle as she continued west toward Highway 36, where she was spotted abandoning the vehicle in northwestern Tehama County. Her whereabouts were unknown Sunday afternoon, police said, but her vehicle was later found and impounded.It s not clear what crime Turman was on probation for but if the police were willing to let her escape rather than risk a fatal accident, it s very likely it wasn t a violent offense.But if you live in or near northwestern Tehama County, keep a look out for empty boxes of Scooby Snacks and this woman:Sharon Kay TurmanTurman is wanted by the Redding police and Shasta County probation. Anyone with information regarding her whereabouts can call the Redding Police Department at (530) 225-4200 or Secret Witness of Shasta County at (530) 243-2319.Featured image via Madidon Wade s KRCR News twitter feed.",News,"March 8, 2016"
" Trump Demands Queen Of Britain Pick Him Up In Gold-Plated Carriage, Organize Parade During Visit","Trump ran on  fiscal responsibility,  but has since made it clear that it doesn t apply to him.In yet another intentional embarrassment, details have leaked regarding Trump s demands for his upcoming state visit to England. They are petty and childish, and have infuriated much of England.Trump is said to have asked the Queen of England to pick him up in a gold-plated horse-drawn carriage and be given a parade as he makes his way to Buckingham Palace for an official visit.Donald Trump waving from the Queen s royal carriage is not a scenario many would have foreseen a year ago, but it has become a very real prospect, forcing security services to plan an unprecedented lockdown.The White House has made clear it regards the carriage procession down the Mall as an essential element of the itinerary for the visit currently planned for the second week of October, according to officials.This may be another petty attempt by Trump to appear  better  than his predecessor, President Obama. The former president had repeatedly told the English government that it was not expected to drive him around in a gold chariot, citing cost and security.Trump, who views appearances as everything, has a different perspective. Who would have thought?Their living room Trump tower. Gold leaf walls-that's normal pic.twitter.com/uZqPKRXg4Q  Debra Kamin (@ubucky) July 30, 2016For the English government, Trump s request is said to be a financial, security and logistical nightmare. The Times again:One source said that Mr Trump s decision to opt for the carriage, rather than the bullet and bomb-proof car that was used by his predecessor presented a range of fresh headaches.The source said:  The vehicle which carries the president of the United States is a spectacular vehicle. It is designed to withstand a massive attack like a low-level rocket grenade. If he s in that vehicle he is incredibly well protected and on top of that it can travel at enormous speed. If he is in a golden coach being dragged up the Mall by a couple of horses, the risk factor is dramatically increased. The result is that London will go into lockdown mode not seen since the Olympics. The crushing financial burden will, of course, be footed by the English taxpayer. Trump, who makes his Secret Service detail rent their own golf courses when he plays golf at his own course, is not expected to chip in any money.Trump s expectations to be treated as nobility is a further insult to the British people, 1.8 million of whom recently signed a petition asking that Trump be banned from the country entirely. At several times, Parliament has debated whether to forbid Trump from entering England due to his history of racism and sexism. During the fiesty debate, two British PMs got into a heated exchange which culminated in this epic zinger:Carmichael:  Having offered a state visit [to Trump] this time, what will we offer the next time we want to get a favorable response? Salmond:  The crown jewels. Sadly, watching Trump prance around London in gold, the joke doesn t seem like much of a joke any longer.Featured image via Stefan Wermuth   WPA Pool/Getty Images",News,"April 15, 2017"
Classic! Kid Rock Hits Back At Fake News And Lefty Watchdog Group: ‘Go F*ck Yourselves’,Not much to say after this classic response from Kid Rock to a watchdog group who accused him of an election violation. The left is desperate to end his candidacy before it even begins. Michigan Senator Debbie Stabenow has been fundraising and fear mongering off of the possibility of a Kid Rock candidacy.Here s Kid Rock s Epic Response:The Detroit Free Press reported:The group Common Cause says the Detroit musician violated the law by declaring himself a candidate for a U.S. Senate seat in Michigan but not registering his candidacy or reporting campaign contributions. They filed a complaint with the Federal Election Commission and also asked Attorney General Jeff Sessions to investigate whether the musician  whose real name is Robert Ritchie   has violated election law.,politics,"Sep 2, 2017"
BRUCE JENNER CASHING IN BIG TIME WITH NEW IDENTITY: “I’m the new ‘normal'” [VIDEO],"Timing is everything, and no one knows how to seize the moment better than members of the Kardashian family. The progressive left is determined to bully Americans into submission when it comes to accepting the LGBT lifestyle as mainstream. After spending years in the reality TV business, Bruce Jenner just happens to know a thing or two about marketing himself and has a chosen much kinder and more palatable approach. And now, in true Kardashian style, it s time to sit back and cash in and his contribution to the decay of our society big time.Watch new promo for Bruce s new show  I am Cait  here: How many people go through life and just waste their entire life because they never deal with themselves, with who they are?  Jenner says at the start of the 60-second spot. According to a press release, the eight-part, one-hour series I Am Cait will tell the story of Jenner as he lives his  new normal. Living for the first time as the person he feels he was born to be, the docuseries will also explore what Bruce s transition means for the people in his life and how those relationships are affected, while offering a better understanding of many of life s challenges,  E! said in the statement.The promo follows Jenner as he applies makeup in a mirror and drives  out into the world. It s so bright out there, look at that,  Jenner says from the backseat of a car.  Isn t it great that maybe someday you ll be normal? Just blend into society? You are normal,  a woman interjects. Put it this way: I m the new normal,  Jenner replies.Bruce Jenner, who appeared for the first time as a transgender woman on an infamous Vanity Fair magazine cover earlier this week, could parlay his transition into a half-billion dollar fortune within a decade, experts predict.Jenner s net worth is already estimated to be $100 million. But experts familiar with the earning potential of media figures told the New York Daily News that the former gold medal Olympian and Keeping Up with the Kardashians star could be worth as much as $500 million in the next five to ten years. She could become the wealthiest of them all,  VH1 s The Gossip Table host Rob Shuter told the paper, referring to the rest of the Kardashian family.  If Bruce Jenner made $100 million in 65 years, if all the stars align, she could be worth over $500 million in the next five to 10 years. Caitlyn is going to be a pioneer. Jenner is set to star in an eight-part, one-hour reality television series called I Am Cait, airing this summer on E! And he was already earning between $20,000-$40,000 in speaking fees prior to his transition, according to fee tracking website BigSpeak.com. But that figure could shoot up sharply in the wake of Jenner s transformation and subsequent magazine cover. A book deal could hit seven figures,  Brian Balthazar, editor of culture website Pop Goes the Week, told the Daily News.  Speeches could garner six figures each. There is no denying the transgender movement s recent ascendancy in the national culture. In addition to Jenner s record-breaking magazine cover and upcoming reality show, popular television shows like Amazon s Transparent have catapulted the issue to the forefront of American consciousness, and some companies are already jumping on the chance to get involved.Via: Breitbart News",left-news,"Jun 4, 2015"
